Incidence_record_ID;Article_ID;Analysis_taxon_key;Organ_primary;Chemical_entity_ID;DOI;WCVP_taxon_id;Taxon_current_analysis;Genus_current_analysis;Species_current_analysis;Taxon_analysis_level;Species_ready_source;Entity_name_analysis;Domain_analysis;Class_original_analysis;Class_analysis;Class_confidence_analysis;Class_resolved;Metabolite_scope;Sulfated_flag;Exact_structure_ID_analysis;Exact_structure_resolved;Structure_status_analysis;Validated_PubChem_CID_analysis;Validated_InChIKey_analysis;Molecular_formula_analysis;Molecular_weight_analysis;Evidence_record_count;Evidence_record_IDs;Source_record_IDs;Compound_IDs;Best_evidence_grade;Methods_combined;Method_GC;Method_LC;Method_NMR_isolation;Method_MS;Method_other_assay;Method_unspecified;Chemical_entity_ID_original;Strict_sensitivity_scope;Curation_flag
I04C03597;L340;WCVP_267384;Seed;CHEM0228;10.1016/j.micpath.2023.106147;267384.0;Syagrus cearensis;Syagrus;Syagrus cearensis;Current species;True;Myristic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0132;1;Provisional exact structure accepted;11005.0;TUNFSRHWOTWDNC-UHFFFAOYSA-N;C14H28O2;228.37;1;E-O5361;O5361;C0252;B;Fatty-acid compositional analysis;0;0;0;0;0;1;CHEM0228;1;LEGACY_CURATED
I04C03598;L340;WCVP_267384;Seed;CHEM0239;10.1016/j.micpath.2023.106147;267384.0;Syagrus cearensis;Syagrus;Syagrus cearensis;Current species;True;Octadecanoic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0142;1;Provisional exact structure accepted;5281.0;QIQXTHQIDYTFRH-UHFFFAOYSA-N;C18H36O2;284.5;1;E-O5369;O5369;C0325;B;Fatty-acid compositional analysis;0;0;0;0;0;1;CHEM0239;1;LEGACY_CURATED
I04C03599;L340;WCVP_267384;Seed;CHEM0243;10.1016/j.micpath.2023.106147;267384.0;Syagrus cearensis;Syagrus;Syagrus cearensis;Current species;True;Oleic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0143;1;Provisional exact structure accepted;445639.0;ZQPPMHVWECSIRJ-KTKRTIGZSA-N;C18H34O2;282.5;1;E-O5367;O5367;C0268;B;Fatty-acid compositional analysis;0;0;0;0;0;1;CHEM0243;1;LEGACY_CURATED
I04C03600;L341;WCVP_2570;Fruit;CHEM0192;10.1016/j.bcab.2022.102423;2570.0;Acrocomia aculeata;Acrocomia;Acrocomia aculeata;Current species;True;Hexadecanoic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0107;1;Provisional exact structure accepted;985.0;IPCSVZSSVZVIGE-UHFFFAOYSA-N;C16H32O2;256.42;1;E-O5370;O5370;C0277;B;Fatty-acid profiling across development;0;0;0;0;0;1;CHEM0192;1;LEGACY_CURATED
I04C03601;L341;WCVP_2570;Fruit;CHEM0215;10.1016/j.bcab.2022.102423;2570.0;Acrocomia aculeata;Acrocomia;Acrocomia aculeata;Current species;True;Linoleic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0124;1;Provisional exact structure accepted;5280450.0;OYHQOLUKZRVURQ-HZJYTTRNSA-N;C18H32O2;280.4;1;E-O5373;O5373;C0236;B;Fatty-acid profiling across development;0;0;0;0;0;1;CHEM0215;1;LEGACY_CURATED
I04C03602;L341;WCVP_2570;Fruit;CHEM0239;10.1016/j.bcab.2022.102423;2570.0;Acrocomia aculeata;Acrocomia;Acrocomia aculeata;Current species;True;Octadecanoic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0142;1;Provisional exact structure accepted;5281.0;QIQXTHQIDYTFRH-UHFFFAOYSA-N;C18H36O2;284.5;1;E-O5371;O5371;C0325;B;Fatty-acid profiling across development;0;0;0;0;0;1;CHEM0239;1;LEGACY_CURATED
I04C03603;L341;WCVP_2570;Fruit;CHEM0243;10.1016/j.bcab.2022.102423;2570.0;Acrocomia aculeata;Acrocomia;Acrocomia aculeata;Current species;True;Oleic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0143;1;Provisional exact structure accepted;445639.0;ZQPPMHVWECSIRJ-KTKRTIGZSA-N;C18H34O2;282.5;1;E-O5372;O5372;C0268;B;Fatty-acid profiling across development;0;0;0;0;0;1;CHEM0243;1;LEGACY_CURATED
I04C03604;L341;WCVP_2570;Fruit;CHEM1121;10.1016/j.bcab.2022.102423;2570.0;Acrocomia aculeata;Acrocomia;Acrocomia aculeata;Current species;True;Linolenic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;;0;Candidate pending source verification;;;C18H30O2;278.4;1;E-O5374;O5374;C1213;B;Fatty-acid profiling across development;0;0;0;0;0;1;CHEM1121;1;LEGACY_CURATED
I04C03605;L344;WCVP_98854;Leaf;CHEM0587;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;4-Vinyl-2-methoxyphenol;Phenylpropanoids and polyketides;Other phenolics;Other phenolics;High;1;1;0;STR0338;1;Provisional exact structure accepted;332.0;YOMSJEATGXXYPX-UHFFFAOYSA-N;C9H10O2;150.17;1;E-O5388;O5388;C1490;C;GC-MS library matching;1;0;0;1;0;0;CHEM0587;1;LEGACY_CURATED
I04C03606;L344;WCVP_98854;Leaf;CHEM0793;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;Methyl salicylate;Other specialized metabolites;Volatile organic compound;Volatile organic compounds;Medium;1;1;0;STR0433;1;Provisional exact structure accepted;4133.0;OSWPMRLSEDHDFF-UHFFFAOYSA-N;C8H8O3;152.15;1;E-O5387;O5387;C0876;C;GC-MS library matching;1;0;0;1;0;0;CHEM0793;1;LEGACY_CURATED
I04C03607;L344;WCVP_98854;Leaf;CHEM1350;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;Ethoxyethane;Inorganic/non-metabolite;Other or unresolved chemical entity;Putative contaminant or analytical artefact;Low;1;0;0;STR0610;1;Provisional exact structure accepted;3283.0;RTZKZFJDLAIYFH-UHFFFAOYSA-N;C4H10O;74.12;1;E-O5375;O5375;C1478;C;GC-MS library matching;1;0;0;1;0;0;CHEM1350;0;EXCLUDED_FROM_BIOLOGICAL_RICHNESS
I04C03608;L344;WCVP_98854;Leaf;CHEM1351;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;5-Methyl-2-furancarboxaldehyde;Other specialized metabolites;Other or unresolved chemical entity;Volatile organic compounds;Low;1;1;0;STR0611;1;Provisional exact structure accepted;12097.0;OUDFNZMQXZILJD-UHFFFAOYSA-N;C6H6O2;110.11;1;E-O5376;O5376;C1479;C;GC-MS library matching;1;0;0;1;0;0;CHEM1351;1;CURATED
I04C03609;L344;WCVP_98854;Leaf;CHEM1352;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;2,4-Dihydroxy-2,5-dimethyl-3(2H)-furan-3-one;Other specialized metabolites;Other or unresolved chemical entity;Volatile organic compounds;Medium;1;1;0;STR0612;1;Provisional exact structure accepted;538757.0;GMQUMWVEWMCMOQ-UHFFFAOYSA-N;C6H8O4;144.12;1;E-O5377;O5377;C1480;C;GC-MS library matching;1;0;0;1;0;0;CHEM1352;1;CURATED
I04C03610;L344;WCVP_98854;Leaf;CHEM1353;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;2-Hydroxy-gamma-butyrolactone;Lipids and lipid-like molecules;Other or unresolved chemical entity;Fatty acid esters;Medium;1;1;0;STR0613;1;Provisional exact structure accepted;545831.0;FWIBCWKHNZBDLS-UHFFFAOYSA-N;C4H6O3;102.09;1;E-O5378;O5378;C1481;C;GC-MS library matching;1;0;0;1;0;0;CHEM1353;1;CURATED
I04C03611;L344;WCVP_98854;Leaf;CHEM1354;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;N,N-Dimethylmethanethioamide;Inorganic/non-metabolite;Other or unresolved chemical entity;Putative contaminant or analytical artefact;Low;1;0;0;STR0614;1;Provisional exact structure accepted;69794.0;SKECXRFZFFAANN-UHFFFAOYSA-N;C3H7NS;89.16;1;E-O5379;O5379;C1482;C;GC-MS library matching;1;0;0;1;0;0;CHEM1354;0;EXCLUDED_FROM_BIOLOGICAL_RICHNESS
I04C03612;L344;WCVP_98854;Leaf;CHEM1355;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;2,3-Dihydro-2,5-dimethyl-5H-1,4-dioxepin;Other specialized metabolites;Other or unresolved chemical entity;Volatile organic compounds;Medium;1;1;0;STR0615;1;Provisional exact structure accepted;287964.0;BGMAWOCHISWBOZ-UHFFFAOYSA-N;C7H12O2;128.17;1;E-O5380;O5380;C1483;C;GC-MS library matching;1;0;0;1;0;0;CHEM1355;1;CURATED
I04C03613;L344;WCVP_98854;Leaf;CHEM1356;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;1-(1,2,2,3-Tetramethylcyclopentyl)ethanone;Terpenoids and steroids;Other or unresolved chemical entity;Monoterpenoids;Medium;1;1;0;STR0616;1;Provisional exact structure accepted;536463.0;RUPLXQJJFFMCOX-UHFFFAOYSA-N;C11H20O;168.28;1;E-O5381;O5381;C1484;C;GC-MS library matching;1;0;0;1;0;0;CHEM1356;1;CURATED
I04C03614;L344;WCVP_98854;Leaf;CHEM1357;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;3,4-Dimethyl-2-hexanone;Other specialized metabolites;Other or unresolved chemical entity;Volatile organic compounds;Medium;1;1;0;STR0617;1;Provisional exact structure accepted;89184.0;YGXOERUAAWTDEV-UHFFFAOYSA-N;C8H16O;128.21;1;E-O5382;O5382;C1485;C;GC-MS library matching;1;0;0;1;0;0;CHEM1357;1;CURATED
I04C03615;L344;WCVP_98854;Leaf;CHEM1358;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;Uracil;Other primary metabolites;Other or unresolved chemical entity;Other primary metabolites;High;1;1;0;STR0618;1;Provisional exact structure accepted;1174.0;ISAKRJDGNUQOIC-UHFFFAOYSA-N;C4H4N2O2;112.09;1;E-O5383;O5383;C1486;C;GC-MS library matching;1;0;0;1;0;0;CHEM1358;1;CURATED
I04C03616;L344;WCVP_98854;Leaf;CHEM1359;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;1,1,3,3-Tetramethyl-1,3-bis(disiloxane);Inorganic/non-metabolite;Other or unresolved chemical entity;Putative contaminant or analytical artefact;Medium;1;0;0;;0;"No database match; second search/PDF required";;;;;1;E-O5384;O5384;C1487;C;GC-MS library matching;1;0;0;1;0;0;CHEM1359;0;EXCLUDED_FROM_BIOLOGICAL_RICHNESS
I04C03617;L344;WCVP_98854;Leaf;CHEM1360;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;2,3-Dihydro-3,5-dihydroxy-4H-pyran-4-one;Other primary metabolites;Other or unresolved chemical entity;Other primary metabolites;Medium;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O5385;O5385;C1488;C;GC-MS library matching;1;0;0;1;0;0;CHEM1360;1;CURATED
I04C03618;L344;WCVP_98854;Leaf;CHEM1361;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;Thiocyanic acid octyl ester;Other specialized metabolites;Other or unresolved chemical entity;Other specialized metabolites;Medium;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O5386;O5386;C1489;C;GC-MS library matching;1;0;0;1;0;0;CHEM1361;1;CURATED
I04C03619;L344;WCVP_98854;Leaf;CHEM1362;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;2-Ethyl-2-(hydroxymethyl)-1,3-propanediol;Inorganic/non-metabolite;Other or unresolved chemical entity;Putative contaminant or analytical artefact;Low;1;0;0;STR0619;1;Provisional exact structure accepted;6510.0;ZJCCRDAZUWHFQH-UHFFFAOYSA-N;C6H14O3;134.17;1;E-O5389;O5389;C1491;C;GC-MS library matching;1;0;0;1;0;0;CHEM1362;0;EXCLUDED_FROM_BIOLOGICAL_RICHNESS
I04C03620;L344;WCVP_98854;Leaf;CHEM1363;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;1,6-Anhydro-beta-D-glucopyranose;Carbohydrates;Sugars and carbohydrate derivatives;Sugars and carbohydrate derivatives;High;1;1;0;STR0620;1;Provisional exact structure accepted;2724705.0;TWNIBLMWSKIRAT-VFUOTHLCSA-N;C6H10O5;162.14;1;E-O5390;O5390;C1492;C;GC-MS library matching;1;0;0;1;0;0;CHEM1363;1;LEGACY_CURATED
I04C03621;L344;WCVP_98854;Leaf;CHEM1364;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;5-O-Methyl-D-gluconic acid dimethylamide;Carbohydrates;Other or unresolved chemical entity;Sugars and carbohydrate derivatives;Medium;1;1;0;STR0621;1;Provisional exact structure accepted;542382.0;NEKGNGUPHCHTGI-UHFFFAOYSA-N;C9H19NO6;237.25;1;E-O5391;O5391;C1493;C;GC-MS library matching;1;0;0;1;0;0;CHEM1364;1;CURATED
I04C03622;L344;WCVP_98854;Leaf;CHEM1365;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;1,2,3,4-Cyclopentanetetrol;Carbohydrates;Other or unresolved chemical entity;Sugars and carbohydrate derivatives;Medium;1;1;0;;0;Candidate pending source verification;;;C5H10O4;134.13;1;E-O5392;O5392;C1494;C;GC-MS library matching;1;0;0;1;0;0;CHEM1365;1;CURATED
I04C03623;L344;WCVP_98854;Leaf;CHEM1366;10.1002/cbdv.202300340;98854.0;Heterospathe elata;Heterospathe;Heterospathe elata;Current species;True;1,5-Anhydro-D-mannitol;Carbohydrates;Sugars and carbohydrate derivatives;Sugars and carbohydrate derivatives;High;1;1;0;STR0622;1;Provisional exact structure accepted;445184.0;MPCAJMNYNOGXPB-KVTDHHQDSA-N;C6H12O5;164.16;1;E-O5393;O5393;C1495;C;GC-MS library matching;1;0;0;1;0;0;CHEM1366;1;LEGACY_CURATED
I04C03624;L345;WCVP_152708;Seed;CHEM0116;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;cis-Vaccenic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0061;1;Provisional exact structure accepted;5282761.0;UWHZIFQPPBDJPM-FPLPWBNLSA-N;C18H34O2;282.5;1;E-O5428;O5428;C0123;C;GC-MS library matching;1;0;0;1;0;0;CHEM0116;1;LEGACY_CURATED
I04C03625;L345;WCVP_152708;Seed;CHEM0243;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Oleic acid;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0143;1;Provisional exact structure accepted;445639.0;ZQPPMHVWECSIRJ-KTKRTIGZSA-N;C18H34O2;282.5;1;E-O5429;O5429;C0268;C;GC-MS library matching;1;0;0;1;0;0;CHEM0243;1;LEGACY_CURATED
I04C03626;L345;WCVP_152708;Seed;CHEM0288;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Squalene;Terpenoids and steroids;Triterpenoids;Triterpenoids;High;1;1;0;STR0172;1;Provisional exact structure accepted;638072.0;YYGNTYWPHWGJRM-AAJYLUCBSA-N;C30H50;410.7;1;E-O5433;O5433;C0324;C;GC-MS library matching;1;0;0;1;0;0;CHEM0288;1;LEGACY_CURATED
I04C03627;L345;WCVP_152708;Seed;CHEM0366;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Linalool;Terpenoids and steroids;Other or unresolved chemical entity;Monoterpenoids;Medium;1;1;0;STR0201;1;Provisional exact structure accepted;6549.0;CDOSHBSSFJOMGT-UHFFFAOYSA-N;C10H18O;154.25;1;E-O5410;O5410;C0416;C;GC-MS library matching;1;0;0;1;0;0;CHEM0366;1;CURATED
I04C03628;L345;WCVP_152708;Seed;CHEM0384;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Methyl laurate;Lipids and lipid-like molecules;Other or unresolved chemical entity;Fatty acid esters;Medium;1;1;0;STR0215;1;Provisional exact structure accepted;8139.0;UQDUPQYQJKYHQI-UHFFFAOYSA-N;C13H26O2;214.34;1;E-O5397;O5397;C1498;C;GC-MS library matching;1;0;0;1;0;0;CHEM0384;1;CURATED
I04C03629;L345;WCVP_152708;Seed;CHEM0390;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Methyl myristate;Lipids and lipid-like molecules;Other or unresolved chemical entity;Fatty acid esters;Medium;1;1;0;STR0221;1;Provisional exact structure accepted;31284.0;ZAZKJZBWRNNLDS-UHFFFAOYSA-N;C15H30O2;242.4;1;E-O5405;O5405;C1505;C;GC-MS library matching;1;0;0;1;0;0;CHEM0390;1;CURATED
I04C03630;L345;WCVP_152708;Seed;CHEM0393;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Methyl palmitate;Lipids and lipid-like molecules;Other or unresolved chemical entity;Fatty acid esters;Medium;1;1;0;STR0224;1;Provisional exact structure accepted;8181.0;FLIACVVOZYBSBS-UHFFFAOYSA-N;C17H34O2;270.5;1;E-O5414;O5414;C1512;C;GC-MS library matching;1;0;0;1;0;0;CHEM0393;1;CURATED
I04C03631;L345;WCVP_152708;Seed;CHEM0395;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Methyl oleate;Lipids and lipid-like molecules;Other or unresolved chemical entity;Fatty acid esters;Medium;1;1;0;STR0226;1;Provisional exact structure accepted;5364509.0;QYDYPVFESGNLHU-KHPPLWFESA-N;C19H36O2;296.5;1;E-O5422;O5422;C0450;C;GC-MS library matching;1;0;0;1;0;0;CHEM0395;1;CURATED
I04C03632;L345;WCVP_152708;Seed;CHEM0396;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Ethyl oleate;Lipids and lipid-like molecules;Other or unresolved chemical entity;Fatty acid esters;Medium;1;1;0;STR0227;1;Provisional exact structure accepted;5363269.0;LVGKNOAMLMIIKO-QXMHVHEDSA-N;C20H38O2;310.5;1;E-O5427;O5427;C0451;C;GC-MS library matching;1;0;0;1;0;0;CHEM0396;1;CURATED
I04C03633;L345;WCVP_152708;Seed;CHEM0464;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Mannitol;Carbohydrates;Other or unresolved chemical entity;Sugars and carbohydrate derivatives;High;1;1;0;STR0255;1;Provisional exact structure accepted;6251.0;FBPFZTCFMRRESA-KVTDHHQDSA-N;C6H14O6;182.17;1;E-O5400;O5400;C1500;C;GC-MS library matching;1;0;0;1;0;0;CHEM0464;1;CURATED
I04C03634;L345;WCVP_152708;Seed;CHEM0520;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Methyl linoleate;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0298;1;Provisional exact structure accepted;5284421.0;WTTJVINHCBCLGX-NQLNTKRDSA-N;C19H34O2;294.5;1;E-O5421;O5421;C0589;C;GC-MS library matching;1;0;0;1;0;0;CHEM0520;1;LEGACY_CURATED
I04C03635;L345;WCVP_152708;Seed;CHEM0521;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Methyl octadecanoate;Lipids and lipid-like molecules;Fatty acid esters;Fatty acid esters;High;1;1;0;STR0299;1;Provisional exact structure accepted;8201.0;HPEUJPJOZXNMSJ-UHFFFAOYSA-N;C19H38O2;298.5;1;E-O5424;O5424;C1519;C;GC-MS library matching;1;0;0;1;0;0;CHEM0521;1;LEGACY_CURATED
I04C03636;L345;WCVP_152708;Seed;CHEM0782;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Nerolidol;Terpenoids and steroids;Other terpenoids;Other terpenoids;High;1;1;0;;0;Candidate pending source verification;;;C15H26O;222.37;1;E-O5399;O5399;C0864;C;GC-MS library matching;1;0;0;1;0;0;CHEM0782;1;LEGACY_CURATED
I04C03637;L345;WCVP_152708;Seed;CHEM0841;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;alpha-Cubebene;Terpenoids and steroids;Sesquiterpenoids;Sesquiterpenoids;High;1;1;0;STR0469;1;Provisional exact structure accepted;442359.0;XUEHVOLRMXNRKQ-KHMAMNHCSA-N;C15H24;204.35;1;E-O5396;O5396;C0926;C;GC-MS library matching;1;0;0;1;0;0;CHEM0841;1;LEGACY_CURATED
I04C03638;L345;WCVP_152708;Seed;CHEM0924;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Phytol;Terpenoids and steroids;Diterpenoids;Diterpenoids;High;1;1;0;;0;Candidate pending source verification;;;C20H40O;296.5;1;E-O5419;O5419;C1009;C;GC-MS library matching;1;0;0;1;0;0;CHEM0924;1;LEGACY_CURATED
I04C03639;L345;WCVP_152708;Seed;CHEM1006;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Methyl 4-hydroxybenzoate;Phenylpropanoids and polyketides;Phenolic acids and derivatives;Phenolic acids and derivatives;High;1;1;0;STR0537;1;Provisional exact structure accepted;7456.0;LXCFILQKKLGQFO-UHFFFAOYSA-N;C8H8O3;152.15;1;E-O5406;O5406;C1093;C;GC-MS library matching;1;0;0;1;0;0;CHEM1006;1;LEGACY_CURATED
I04C03640;L345;WCVP_152708;Seed;CHEM1314;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Hexadecanoic acid, 2-hydroxy-1-(hydroxymethyl)ethyl ester;Lipids and lipid-like molecules;Fatty acids and derivatives;Fatty acids and derivatives;High;1;1;0;STR0597;1;Provisional exact structure accepted;123409.0;BBNYCLAREVXOSG-UHFFFAOYSA-N;C19H38O4;330.5;1;E-O5434;O5434;C1525;C;GC-MS library matching;1;0;0;1;0;0;CHEM1314;1;LEGACY_CURATED
I04C03641;L345;WCVP_152708;Seed;CHEM1367;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;3-Methylquinoline-1-oxide;Alkaloids and nitrogen compounds;Other or unresolved chemical entity;Other alkaloids/nitrogen compounds;Low;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O5394;O5394;C1496;C;GC-MS library matching;1;0;0;1;0;0;CHEM1367;1;CURATED
I04C03642;L345;WCVP_152708;Seed;CHEM1368;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;1-Ethyl-2-methylcyclopentane;Lipids and lipid-like molecules;Other or unresolved chemical entity;Hydrocarbons;Medium;1;1;0;STR0623;1;Provisional exact structure accepted;136729.0;BSKOLJVTLRLTHE-UHFFFAOYSA-N;C8H16;112.21;1;E-O5395;O5395;C1497;C;GC-MS library matching;1;0;0;1;0;0;CHEM1368;1;CURATED
I04C03643;L345;WCVP_152708;Seed;CHEM1369;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;3,4-Dihydro-8-hydroxy-3-methylisocoumarin;Phenylpropanoids and polyketides;Coumarins;Coumarins;Medium;1;1;0;STR0624;1;Provisional exact structure accepted;28516.0;KWILGNNWGSNMPA-UHFFFAOYSA-N;C10H10O3;178.18;1;E-O5398;O5398;C1499;C;GC-MS library matching;1;0;0;1;0;0;CHEM1369;1;LEGACY_CURATED
I04C03644;L345;WCVP_152708;Seed;CHEM1370;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;alpha-Bisabolol oxide B;Terpenoids and steroids;Other terpenoids;Other terpenoids;High;1;1;0;;0;Candidate pending source verification;;;C15H26O2;238.37;1;E-O5401;O5401;C1501;C;GC-MS library matching;1;0;0;1;0;0;CHEM1370;1;LEGACY_CURATED
I04C03645;L345;WCVP_152708;Seed;CHEM1371;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;(+)-(4S,8R)-8-epi-beta-Bisabolol;Terpenoids and steroids;Other terpenoids;Other terpenoids;High;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O5402;O5402;C1502;C;GC-MS library matching;1;0;0;1;0;0;CHEM1371;1;LEGACY_CURATED
I04C03646;L345;WCVP_152708;Seed;CHEM1372;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;alpha-Bisabolol;Terpenoids and steroids;Other terpenoids;Other terpenoids;High;1;1;0;;0;Candidate pending source verification;;;;;1;E-O5403;O5403;C1503;C;GC-MS library matching;1;0;0;1;0;0;CHEM1372;1;LEGACY_CURATED
I04C03647;L345;WCVP_152708;Seed;CHEM1373;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Ribitol;Carbohydrates;Sugars and carbohydrate derivatives;Sugars and carbohydrate derivatives;High;1;1;0;STR0625;1;Provisional exact structure accepted;6912.0;HEBKCHPVOIAQTA-NGQZWQHPSA-N;C5H12O5;152.15;1;E-O5404;O5404;C1504;C;GC-MS library matching;1;0;0;1;0;0;CHEM1373;1;LEGACY_CURATED
I04C03648;L345;WCVP_152708;Seed;CHEM1374;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;8-Methylisoquinoline N-oxide;Alkaloids and nitrogen compounds;Other or unresolved chemical entity;Other alkaloids/nitrogen compounds;Low;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O5407;O5407;C1506;C;GC-MS library matching;1;0;0;1;0;0;CHEM1374;1;CURATED
I04C03649;L345;WCVP_152708;Seed;CHEM1375;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;1-Butylisoquinoline;Alkaloids and nitrogen compounds;Other or unresolved chemical entity;Other alkaloids/nitrogen compounds;Low;1;1;0;;0;"No database match; second search/PDF required";;;;;1;E-O5408;O5408;C1507;C;GC-MS library matching;1;0;0;1;0;0;CHEM1375;1;CURATED
I04C03650;L345;WCVP_152708;Seed;CHEM1376;10.1002/fsn3.3196;152708.0;Phoenix sylvestris;Phoenix;Phoenix sylvestris;Current species;True;Nerolidol oxide;Terpenoids and steroids;Other terpenoids;Other terpenoids;High;1;1;0;;0;Observed annotation without exact structure;;;;;1;E-O5409;O5409;C1508;C;GC-MS library matching;1;0;0;1;0;0;CHEM1376;1;LEGACY_CURATED
